"","YEAR","MONTH","TEMPERATURE","CITY","DATE"
"1",1967,"JAN",999.9,"Bogota",1967-01-01
"2",1968,"JAN",12.2,"Bogota",1968-01-01
"3",1969,"JAN",12.8,"Bogota",1969-01-01
"4",1970,"JAN",999.9,"Bogota",1970-01-01
"5",1971,"JAN",12.8,"Bogota",1971-01-01
"6",1972,"JAN",12.9,"Bogota",1972-01-01
"7",1973,"JAN",13.6,"Bogota",1973-01-01
"8",1974,"JAN",12.2,"Bogota",1974-01-01
"9",1975,"JAN",12.3,"Bogota",1975-01-01
"10",1976,"JAN",12.2,"Bogota",1976-01-01
"11",1977,"JAN",999.9,"Bogota",1977-01-01
"12",1978,"JAN",999.9,"Bogota",1978-01-01
"13",1979,"JAN",999.9,"Bogota",1979-01-01
"14",1980,"JAN",13.4,"Bogota",1980-01-01
"15",1981,"JAN",12.4,"Bogota",1981-01-01
"16",1982,"JAN",12.6,"Bogota",1982-01-01
"17",1983,"JAN",14,"Bogota",1983-01-01
"18",1984,"JAN",12.3,"Bogota",1984-01-01
"19",1985,"JAN",12.3,"Bogota",1985-01-01
"20",1986,"JAN",13,"Bogota",1986-01-01
"21",1987,"JAN",13,"Bogota",1987-01-01
"22",1988,"JAN",13,"Bogota",1988-01-01
"23",1989,"JAN",12.7,"Bogota",1989-01-01
"24",1990,"JAN",13.2,"Bogota",1990-01-01
"25",1991,"JAN",13.3,"Bogota",1991-01-01
"26",1992,"JAN",13.5,"Bogota",1992-01-01
"27",1993,"JAN",13.8,"Bogota",1993-01-01
"28",1994,"JAN",13.2,"Bogota",1994-01-01
"29",1995,"JAN",12.5,"Bogota",1995-01-01
"30",1996,"JAN",11.1,"Bogota",1996-01-01
"31",1997,"JAN",999.9,"Bogota",1997-01-01
"32",1998,"JAN",14.2,"Bogota",1998-01-01
"33",1999,"JAN",13.2,"Bogota",1999-01-01
"34",2000,"JAN",12.5,"Bogota",2000-01-01
"35",2001,"JAN",12.2,"Bogota",2001-01-01
"36",2002,"JAN",13.5,"Bogota",2002-01-01
"37",2003,"JAN",13.6,"Bogota",2003-01-01
"38",2004,"JAN",12.8,"Bogota",2004-01-01
"39",2005,"JAN",999.9,"Bogota",2005-01-01
"40",2006,"JAN",13.5,"Bogota",2006-01-01
"41",2007,"JAN",13.7,"Bogota",2007-01-01
"42",2008,"JAN",12.9,"Bogota",2008-01-01
"43",2009,"JAN",13.2,"Bogota",2009-01-01
"44",2010,"JAN",13.6,"Bogota",2010-01-01
"45",2011,"JAN",999.9,"Bogota",2011-01-01
"46",2012,"JAN",999.9,"Bogota",2012-01-01
"47",2013,"JAN",13.5,"Bogota",2013-01-01
"48",2014,"JAN",13.7,"Bogota",2014-01-01
"49",2015,"JAN",13.4,"Bogota",2015-01-01
"50",1967,"FEB",999.9,"Bogota",1967-02-01
"51",1968,"FEB",12.9,"Bogota",1968-02-01
"52",1969,"FEB",13.8,"Bogota",1969-02-01
"53",1970,"FEB",13.9,"Bogota",1970-02-01
"54",1971,"FEB",12.5,"Bogota",1971-02-01
"55",1972,"FEB",12.6,"Bogota",1972-02-01
"56",1973,"FEB",13.3,"Bogota",1973-02-01
"57",1974,"FEB",12.9,"Bogota",1974-02-01
"58",1975,"FEB",12.8,"Bogota",1975-02-01
"59",1976,"FEB",12.4,"Bogota",1976-02-01
"60",1977,"FEB",999.9,"Bogota",1977-02-01
"61",1978,"FEB",999.9,"Bogota",1978-02-01
"62",1979,"FEB",999.9,"Bogota",1979-02-01
"63",1980,"FEB",13.2,"Bogota",1980-02-01
"64",1981,"FEB",13.9,"Bogota",1981-02-01
"65",1982,"FEB",13.8,"Bogota",1982-02-01
"66",1983,"FEB",14.6,"Bogota",1983-02-01
"67",1984,"FEB",12.6,"Bogota",1984-02-01
"68",1985,"FEB",12.1,"Bogota",1985-02-01
"69",1986,"FEB",12.5,"Bogota",1986-02-01
"70",1987,"FEB",13.9,"Bogota",1987-02-01
"71",1988,"FEB",13.7,"Bogota",1988-02-01
"72",1989,"FEB",12.7,"Bogota",1989-02-01
"73",1990,"FEB",13.1,"Bogota",1990-02-01
"74",1991,"FEB",14.3,"Bogota",1991-02-01
"75",1992,"FEB",13.9,"Bogota",1992-02-01
"76",1993,"FEB",13.8,"Bogota",1993-02-01
"77",1994,"FEB",13.7,"Bogota",1994-02-01
"78",1995,"FEB",12.7,"Bogota",1995-02-01
"79",1996,"FEB",12.4,"Bogota",1996-02-01
"80",1997,"FEB",999.9,"Bogota",1997-02-01
"81",1998,"FEB",14.6,"Bogota",1998-02-01
"82",1999,"FEB",13.3,"Bogota",1999-02-01
"83",2000,"FEB",12.8,"Bogota",2000-02-01
"84",2001,"FEB",13.4,"Bogota",2001-02-01
"85",2002,"FEB",14.2,"Bogota",2002-02-01
"86",2003,"FEB",14.6,"Bogota",2003-02-01
"87",2004,"FEB",13.2,"Bogota",2004-02-01
"88",2005,"FEB",14,"Bogota",2005-02-01
"89",2006,"FEB",13.7,"Bogota",2006-02-01
"90",2007,"FEB",12.8,"Bogota",2007-02-01
"91",2008,"FEB",13.3,"Bogota",2008-02-01
"92",2009,"FEB",13.3,"Bogota",2009-02-01
"93",2010,"FEB",999.9,"Bogota",2010-02-01
"94",2011,"FEB",999.9,"Bogota",2011-02-01
"95",2012,"FEB",13,"Bogota",2012-02-01
"96",2013,"FEB",13.9,"Bogota",2013-02-01
"97",2014,"FEB",13.7,"Bogota",2014-02-01
"98",2015,"FEB",14,"Bogota",2015-02-01
"99",1967,"MAR",999.9,"Bogota",1967-03-01
"100",1968,"MAR",13.3,"Bogota",1968-03-01
"101",1969,"MAR",13.6,"Bogota",1969-03-01
"102",1970,"MAR",13.8,"Bogota",1970-03-01
"103",1971,"MAR",13.3,"Bogota",1971-03-01
"104",1972,"MAR",13.5,"Bogota",1972-03-01
"105",1973,"MAR",14.3,"Bogota",1973-03-01
"106",1974,"MAR",13,"Bogota",1974-03-01
"107",1975,"MAR",13,"Bogota",1975-03-01
"108",1976,"MAR",13.2,"Bogota",1976-03-01
"109",1977,"MAR",999.9,"Bogota",1977-03-01
"110",1978,"MAR",999.9,"Bogota",1978-03-01
"111",1979,"MAR",999.9,"Bogota",1979-03-01
"112",1980,"MAR",14.2,"Bogota",1980-03-01
"113",1981,"MAR",13.7,"Bogota",1981-03-01
"114",1982,"MAR",13.8,"Bogota",1982-03-01
"115",1983,"MAR",14.5,"Bogota",1983-03-01
"116",1984,"MAR",13.2,"Bogota",1984-03-01
"117",1985,"MAR",13.6,"Bogota",1985-03-01
"118",1986,"MAR",13,"Bogota",1986-03-01
"119",1987,"MAR",13.6,"Bogota",1987-03-01
"120",1988,"MAR",13.5,"Bogota",1988-03-01
"121",1989,"MAR",12.3,"Bogota",1989-03-01
"122",1990,"MAR",13.8,"Bogota",1990-03-01
"123",1991,"MAR",13.7,"Bogota",1991-03-01
"124",1992,"MAR",14.6,"Bogota",1992-03-01
"125",1993,"MAR",14.1,"Bogota",1993-03-01
"126",1994,"MAR",13.7,"Bogota",1994-03-01
"127",1995,"MAR",13.4,"Bogota",1995-03-01
"128",1996,"MAR",12.8,"Bogota",1996-03-01
"129",1997,"MAR",999.9,"Bogota",1997-03-01
"130",1998,"MAR",14.8,"Bogota",1998-03-01
"131",1999,"MAR",13.2,"Bogota",1999-03-01
"132",2000,"MAR",13.1,"Bogota",2000-03-01
"133",2001,"MAR",13.9,"Bogota",2001-03-01
"134",2002,"MAR",14.2,"Bogota",2002-03-01
"135",2003,"MAR",14.3,"Bogota",2003-03-01
"136",2004,"MAR",13.8,"Bogota",2004-03-01
"137",2005,"MAR",13.9,"Bogota",2005-03-01
"138",2006,"MAR",13.3,"Bogota",2006-03-01
"139",2007,"MAR",13.7,"Bogota",2007-03-01
"140",2008,"MAR",13,"Bogota",2008-03-01
"141",2009,"MAR",13.3,"Bogota",2009-03-01
"142",2010,"MAR",999.9,"Bogota",2010-03-01
"143",2011,"MAR",999.9,"Bogota",2011-03-01
"144",2012,"MAR",13.6,"Bogota",2012-03-01
"145",2013,"MAR",14.2,"Bogota",2013-03-01
"146",2014,"MAR",14,"Bogota",2014-03-01
"147",2015,"MAR",999.9,"Bogota",2015-03-01
"148",1967,"APR",999.9,"Bogota",1967-04-01
"149",1968,"APR",13.7,"Bogota",1968-04-01
"150",1969,"APR",999.9,"Bogota",1969-04-01
"151",1970,"APR",14.2,"Bogota",1970-04-01
"152",1971,"APR",13.2,"Bogota",1971-04-01
"153",1972,"APR",13.3,"Bogota",1972-04-01
"154",1973,"APR",13.7,"Bogota",1973-04-01
"155",1974,"APR",13.6,"Bogota",1974-04-01
"156",1975,"APR",13.3,"Bogota",1975-04-01
"157",1976,"APR",999.9,"Bogota",1976-04-01
"158",1977,"APR",999.9,"Bogota",1977-04-01
"159",1978,"APR",999.9,"Bogota",1978-04-01
"160",1979,"APR",999.9,"Bogota",1979-04-01
"161",1980,"APR",14.1,"Bogota",1980-04-01
"162",1981,"APR",14,"Bogota",1981-04-01
"163",1982,"APR",13.8,"Bogota",1982-04-01
"164",1983,"APR",14.3,"Bogota",1983-04-01
"165",1984,"APR",13.1,"Bogota",1984-04-01
"166",1985,"APR",13.4,"Bogota",1985-04-01
"167",1986,"APR",13.7,"Bogota",1986-04-01
"168",1987,"APR",14.1,"Bogota",1987-04-01
"169",1988,"APR",13.8,"Bogota",1988-04-01
"170",1989,"APR",13.5,"Bogota",1989-04-01
"171",1990,"APR",13.7,"Bogota",1990-04-01
"172",1991,"APR",14.1,"Bogota",1991-04-01
"173",1992,"APR",14.8,"Bogota",1992-04-01
"174",1993,"APR",14.1,"Bogota",1993-04-01
"175",1994,"APR",14.1,"Bogota",1994-04-01
"176",1995,"APR",13.6,"Bogota",1995-04-01
"177",1996,"APR",12.9,"Bogota",1996-04-01
"178",1997,"APR",999.9,"Bogota",1997-04-01
"179",1998,"APR",15.2,"Bogota",1998-04-01
"180",1999,"APR",13.5,"Bogota",1999-04-01
"181",2000,"APR",13.3,"Bogota",2000-04-01
"182",2001,"APR",14,"Bogota",2001-04-01
"183",2002,"APR",14.4,"Bogota",2002-04-01
"184",2003,"APR",14.5,"Bogota",2003-04-01
"185",2004,"APR",13.6,"Bogota",2004-04-01
"186",2005,"APR",14.4,"Bogota",2005-04-01
"187",2006,"APR",13.6,"Bogota",2006-04-01
"188",2007,"APR",14.2,"Bogota",2007-04-01
"189",2008,"APR",13.4,"Bogota",2008-04-01
"190",2009,"APR",14.2,"Bogota",2009-04-01
"191",2010,"APR",999.9,"Bogota",2010-04-01
"192",2011,"APR",999.9,"Bogota",2011-04-01
"193",2012,"APR",13.4,"Bogota",2012-04-01
"194",2013,"APR",14.4,"Bogota",2013-04-01
"195",2014,"APR",14.2,"Bogota",2014-04-01
"196",2015,"APR",999.9,"Bogota",2015-04-01
"197",1967,"MAY",999.9,"Bogota",1967-05-01
"198",1968,"MAY",13.3,"Bogota",1968-05-01
"199",1969,"MAY",999.9,"Bogota",1969-05-01
"200",1970,"MAY",14,"Bogota",1970-05-01
"201",1971,"MAY",13.4,"Bogota",1971-05-01
"202",1972,"MAY",14.2,"Bogota",1972-05-01
"203",1973,"MAY",13.7,"Bogota",1973-05-01
"204",1974,"MAY",13.1,"Bogota",1974-05-01
"205",1975,"MAY",13.2,"Bogota",1975-05-01
"206",1976,"MAY",999.9,"Bogota",1976-05-01
"207",1977,"MAY",999.9,"Bogota",1977-05-01
"208",1978,"MAY",999.9,"Bogota",1978-05-01
"209",1979,"MAY",999.9,"Bogota",1979-05-01
"210",1980,"MAY",14.1,"Bogota",1980-05-01
"211",1981,"MAY",14,"Bogota",1981-05-01
"212",1982,"MAY",13.6,"Bogota",1982-05-01
"213",1983,"MAY",14.7,"Bogota",1983-05-01
"214",1984,"MAY",13.6,"Bogota",1984-05-01
"215",1985,"MAY",13.4,"Bogota",1985-05-01
"216",1986,"MAY",13.7,"Bogota",1986-05-01
"217",1987,"MAY",14.1,"Bogota",1987-05-01
"218",1988,"MAY",13.7,"Bogota",1988-05-01
"219",1989,"MAY",13.3,"Bogota",1989-05-01
"220",1990,"MAY",13.9,"Bogota",1990-05-01
"221",1991,"MAY",14.3,"Bogota",1991-05-01
"222",1992,"MAY",14.4,"Bogota",1992-05-01
"223",1993,"MAY",14.1,"Bogota",1993-05-01
"224",1994,"MAY",14.3,"Bogota",1994-05-01
"225",1995,"MAY",13.4,"Bogota",1995-05-01
"226",1996,"MAY",12.6,"Bogota",1996-05-01
"227",1997,"MAY",999.9,"Bogota",1997-05-01
"228",1998,"MAY",14.4,"Bogota",1998-05-01
"229",1999,"MAY",13.6,"Bogota",1999-05-01
"230",2000,"MAY",13.4,"Bogota",2000-05-01
"231",2001,"MAY",14.1,"Bogota",2001-05-01
"232",2002,"MAY",14.7,"Bogota",2002-05-01
"233",2003,"MAY",14.5,"Bogota",2003-05-01
"234",2004,"MAY",13.9,"Bogota",2004-05-01
"235",2005,"MAY",14.3,"Bogota",2005-05-01
"236",2006,"MAY",13.7,"Bogota",2006-05-01
"237",2007,"MAY",13.7,"Bogota",2007-05-01
"238",2008,"MAY",999.9,"Bogota",2008-05-01
"239",2009,"MAY",999.9,"Bogota",2009-05-01
"240",2010,"MAY",999.9,"Bogota",2010-05-01
"241",2011,"MAY",999.9,"Bogota",2011-05-01
"242",2012,"MAY",13.7,"Bogota",2012-05-01
"243",2013,"MAY",14,"Bogota",2013-05-01
"244",2014,"MAY",14.1,"Bogota",2014-05-01
"245",2015,"MAY",999.9,"Bogota",2015-05-01
"246",1967,"JUN",999.9,"Bogota",1967-06-01
"247",1968,"JUN",13.1,"Bogota",1968-06-01
"248",1969,"JUN",999.9,"Bogota",1969-06-01
"249",1970,"JUN",13.5,"Bogota",1970-06-01
"250",1971,"JUN",13,"Bogota",1971-06-01
"251",1972,"JUN",13.7,"Bogota",1972-06-01
"252",1973,"JUN",13.3,"Bogota",1973-06-01
"253",1974,"JUN",13.1,"Bogota",1974-06-01
"254",1975,"JUN",13.1,"Bogota",1975-06-01
"255",1976,"JUN",999.9,"Bogota",1976-06-01
"256",1977,"JUN",999.9,"Bogota",1977-06-01
"257",1978,"JUN",999.9,"Bogota",1978-06-01
"258",1979,"JUN",999.9,"Bogota",1979-06-01
"259",1980,"JUN",13.8,"Bogota",1980-06-01
"260",1981,"JUN",13.9,"Bogota",1981-06-01
"261",1982,"JUN",13.7,"Bogota",1982-06-01
"262",1983,"JUN",13.7,"Bogota",1983-06-01
"263",1984,"JUN",12.9,"Bogota",1984-06-01
"264",1985,"JUN",13,"Bogota",1985-06-01
"265",1986,"JUN",13.1,"Bogota",1986-06-01
"266",1987,"JUN",14.2,"Bogota",1987-06-01
"267",1988,"JUN",13,"Bogota",1988-06-01
"268",1989,"JUN",13.5,"Bogota",1989-06-01
"269",1990,"JUN",14,"Bogota",1990-06-01
"270",1991,"JUN",14.4,"Bogota",1991-06-01
"271",1992,"JUN",14.8,"Bogota",1992-06-01
"272",1993,"JUN",14.2,"Bogota",1993-06-01
"273",1994,"JUN",13.8,"Bogota",1994-06-01
"274",1995,"JUN",13.6,"Bogota",1995-06-01
"275",1996,"JUN",13,"Bogota",1996-06-01
"276",1997,"JUN",999.9,"Bogota",1997-06-01
"277",1998,"JUN",14.1,"Bogota",1998-06-01
"278",1999,"JUN",13.1,"Bogota",1999-06-01
"279",2000,"JUN",13.8,"Bogota",2000-06-01
"280",2001,"JUN",13.6,"Bogota",2001-06-01
"281",2002,"JUN",14.2,"Bogota",2002-06-01
"282",2003,"JUN",13.3,"Bogota",2003-06-01
"283",2004,"JUN",14.7,"Bogota",2004-06-01
"284",2005,"JUN",13.8,"Bogota",2005-06-01
"285",2006,"JUN",999.9,"Bogota",2006-06-01
"286",2007,"JUN",13.3,"Bogota",2007-06-01
"287",2008,"JUN",13.3,"Bogota",2008-06-01
"288",2009,"JUN",14.3,"Bogota",2009-06-01
"289",2010,"JUN",999.9,"Bogota",2010-06-01
"290",2011,"JUN",999.9,"Bogota",2011-06-01
"291",2012,"JUN",13.8,"Bogota",2012-06-01
"292",2013,"JUN",13.9,"Bogota",2013-06-01
"293",2014,"JUN",13.9,"Bogota",2014-06-01
"294",2015,"JUN",999.9,"Bogota",2015-06-01
"295",1967,"JUL",999.9,"Bogota",1967-07-01
"296",1968,"JUL",13.4,"Bogota",1968-07-01
"297",1969,"JUL",999.9,"Bogota",1969-07-01
"298",1970,"JUL",13,"Bogota",1970-07-01
"299",1971,"JUL",13.2,"Bogota",1971-07-01
"300",1972,"JUL",13.6,"Bogota",1972-07-01
"301",1973,"JUL",12.9,"Bogota",1973-07-01
"302",1974,"JUL",12.6,"Bogota",1974-07-01
"303",1975,"JUL",12.4,"Bogota",1975-07-01
"304",1976,"JUL",999.9,"Bogota",1976-07-01
"305",1977,"JUL",999.9,"Bogota",1977-07-01
"306",1978,"JUL",999.9,"Bogota",1978-07-01
"307",1979,"JUL",999.9,"Bogota",1979-07-01
"308",1980,"JUL",13.6,"Bogota",1980-07-01
"309",1981,"JUL",13.1,"Bogota",1981-07-01
"310",1982,"JUL",13.3,"Bogota",1982-07-01
"311",1983,"JUL",13.8,"Bogota",1983-07-01
"312",1984,"JUL",12.5,"Bogota",1984-07-01
"313",1985,"JUL",12.5,"Bogota",1985-07-01
"314",1986,"JUL",12.7,"Bogota",1986-07-01
"315",1987,"JUL",13.9,"Bogota",1987-07-01
"316",1988,"JUL",13,"Bogota",1988-07-01
"317",1989,"JUL",12.7,"Bogota",1989-07-01
"318",1990,"JUL",13.3,"Bogota",1990-07-01
"319",1991,"JUL",13.6,"Bogota",1991-07-01
"320",1992,"JUL",13.4,"Bogota",1992-07-01
"321",1993,"JUL",13.7,"Bogota",1993-07-01
"322",1994,"JUL",13,"Bogota",1994-07-01
"323",1995,"JUL",12.9,"Bogota",1995-07-01
"324",1996,"JUL",999.9,"Bogota",1996-07-01
"325",1997,"JUL",999.9,"Bogota",1997-07-01
"326",1998,"JUL",13.4,"Bogota",1998-07-01
"327",1999,"JUL",13.4,"Bogota",1999-07-01
"328",2000,"JUL",12.9,"Bogota",2000-07-01
"329",2001,"JUL",13.4,"Bogota",2001-07-01
"330",2002,"JUL",14,"Bogota",2002-07-01
"331",2003,"JUL",13.5,"Bogota",2003-07-01
"332",2004,"JUL",12.9,"Bogota",2004-07-01
"333",2005,"JUL",13.7,"Bogota",2005-07-01
"334",2006,"JUL",999.9,"Bogota",2006-07-01
"335",2007,"JUL",13.4,"Bogota",2007-07-01
"336",2008,"JUL",13,"Bogota",2008-07-01
"337",2009,"JUL",14,"Bogota",2009-07-01
"338",2010,"JUL",999.9,"Bogota",2010-07-01
"339",2011,"JUL",999.9,"Bogota",2011-07-01
"340",2012,"JUL",999.9,"Bogota",2012-07-01
"341",2013,"JUL",13.3,"Bogota",2013-07-01
"342",2014,"JUL",13.8,"Bogota",2014-07-01
"343",2015,"JUL",999.9,"Bogota",2015-07-01
"344",1967,"AUG",999.9,"Bogota",1967-08-01
"345",1968,"AUG",13.1,"Bogota",1968-08-01
"346",1969,"AUG",999.9,"Bogota",1969-08-01
"347",1970,"AUG",13,"Bogota",1970-08-01
"348",1971,"AUG",12.5,"Bogota",1971-08-01
"349",1972,"AUG",13.2,"Bogota",1972-08-01
"350",1973,"AUG",13,"Bogota",1973-08-01
"351",1974,"AUG",13.1,"Bogota",1974-08-01
"352",1975,"AUG",12.5,"Bogota",1975-08-01
"353",1976,"AUG",999.9,"Bogota",1976-08-01
"354",1977,"AUG",999.9,"Bogota",1977-08-01
"355",1978,"AUG",999.9,"Bogota",1978-08-01
"356",1979,"AUG",999.9,"Bogota",1979-08-01
"357",1980,"AUG",12.7,"Bogota",1980-08-01
"358",1981,"AUG",13.1,"Bogota",1981-08-01
"359",1982,"AUG",13.1,"Bogota",1982-08-01
"360",1983,"AUG",13.5,"Bogota",1983-08-01
"361",1984,"AUG",13,"Bogota",1984-08-01
"362",1985,"AUG",12.6,"Bogota",1985-08-01
"363",1986,"AUG",13.1,"Bogota",1986-08-01
"364",1987,"AUG",13.6,"Bogota",1987-08-01
"365",1988,"AUG",13,"Bogota",1988-08-01
"366",1989,"AUG",12.9,"Bogota",1989-08-01
"367",1990,"AUG",13.5,"Bogota",1990-08-01
"368",1991,"AUG",13.3,"Bogota",1991-08-01
"369",1992,"AUG",14.1,"Bogota",1992-08-01
"370",1993,"AUG",13.7,"Bogota",1993-08-01
"371",1994,"AUG",12.9,"Bogota",1994-08-01
"372",1995,"AUG",12.4,"Bogota",1995-08-01
"373",1996,"AUG",999.9,"Bogota",1996-08-01
"374",1997,"AUG",999.9,"Bogota",1997-08-01
"375",1998,"AUG",13.4,"Bogota",1998-08-01
"376",1999,"AUG",13,"Bogota",1999-08-01
"377",2000,"AUG",13.1,"Bogota",2000-08-01
"378",2001,"AUG",13.6,"Bogota",2001-08-01
"379",2002,"AUG",13.9,"Bogota",2002-08-01
"380",2003,"AUG",999.9,"Bogota",2003-08-01
"381",2004,"AUG",13.3,"Bogota",2004-08-01
"382",2005,"AUG",13.4,"Bogota",2005-08-01
"383",2006,"AUG",13.8,"Bogota",2006-08-01
"384",2007,"AUG",13.2,"Bogota",2007-08-01
"385",2008,"AUG",13.1,"Bogota",2008-08-01
"386",2009,"AUG",14.5,"Bogota",2009-08-01
"387",2010,"AUG",999.9,"Bogota",2010-08-01
"388",2011,"AUG",999.9,"Bogota",2011-08-01
"389",2012,"AUG",13.5,"Bogota",2012-08-01
"390",2013,"AUG",13.7,"Bogota",2013-08-01
"391",2014,"AUG",13.4,"Bogota",2014-08-01
"392",2015,"AUG",999.9,"Bogota",2015-08-01
"393",1967,"SEP",999.9,"Bogota",1967-09-01
"394",1968,"SEP",13.3,"Bogota",1968-09-01
"395",1969,"SEP",999.9,"Bogota",1969-09-01
"396",1970,"SEP",12.8,"Bogota",1970-09-01
"397",1971,"SEP",12.5,"Bogota",1971-09-01
"398",1972,"SEP",13.5,"Bogota",1972-09-01
"399",1973,"SEP",12.7,"Bogota",1973-09-01
"400",1974,"SEP",12.5,"Bogota",1974-09-01
"401",1975,"SEP",12.6,"Bogota",1975-09-01
"402",1976,"SEP",999.9,"Bogota",1976-09-01
"403",1977,"SEP",999.9,"Bogota",1977-09-01
"404",1978,"SEP",999.9,"Bogota",1978-09-01
"405",1979,"SEP",999.9,"Bogota",1979-09-01
"406",1980,"SEP",13.7,"Bogota",1980-09-01
"407",1981,"SEP",12.9,"Bogota",1981-09-01
"408",1982,"SEP",13.6,"Bogota",1982-09-01
"409",1983,"SEP",13.6,"Bogota",1983-09-01
"410",1984,"SEP",12.5,"Bogota",1984-09-01
"411",1985,"SEP",12.7,"Bogota",1985-09-01
"412",1986,"SEP",13.1,"Bogota",1986-09-01
"413",1987,"SEP",13.4,"Bogota",1987-09-01
"414",1988,"SEP",12.9,"Bogota",1988-09-01
"415",1989,"SEP",12.8,"Bogota",1989-09-01
"416",1990,"SEP",13.3,"Bogota",1990-09-01
"417",1991,"SEP",13.8,"Bogota",1991-09-01
"418",1992,"SEP",13.4,"Bogota",1992-09-01
"419",1993,"SEP",13.4,"Bogota",1993-09-01
"420",1994,"SEP",13.3,"Bogota",1994-09-01
"421",1995,"SEP",13.3,"Bogota",1995-09-01
